Name,Book,Feat Type,Bonus Feat?,Prerequisites,Description
Improved Overrun,PHB 96,General,Fighter,Power Attack, +4 bonus on overrun attempts; no attack of opportunity
Improved Sunder,PHB 96,General,Fighter,Power Attack, +4 bonus on sunder attempts; no attack of opportunity
Quick Draw,PHB 98,General,Fighter,Base attack bonus +1,Draw weapon as free weapon
Rapid Reload,PHB 99,General,Fighter,Weapon Proficiency with crossbow,Reload crossbow more quickly
Run,PHB 99,General,No,none,"*Run 5 times normal speed, +4 bonus on Jump checks made after a running start"
Self-Sufficient,PHB 100,General,No,none, +2 bonus on Heal and Survival checks
Shield Proficiency,PHB 100,General,No,none,No armor check penalty on attack rolls
Improved Shield Bash,PHB 96,General,Fighter,Shield Proficiency,Retain shield bonus to AC when shield bashing
Tower Shield Proficiency,PHB 101,General,No,Shield Proficiency,No armor check penalty on attack rolls
Simple Weapon Proficiency,PHB 100,General,No,none,No –4 penalty on attack rolls with simple weapons
Skill Focus,PHB 100,General,No,none, +3 bonus on checks with selected skill
Spell Focus,PHB 100,General,No,none, +1 bonus on save DCs against specific school of magic
Greater Spell Focus,PHB 94,General,No,none, +1 bonus on save DCs against specific school of magic
Spell Mastery,PHB 100,General,No,Wizard level 1st,Can prepare some spells without spellbook
Spell Penetration,PHB 100,General,No,none, +2 bonus on caster level checks to defeat spell resistance
Greater Spell Penetration,PHB 94,General,No,Spell Penetration, +4 to caster level checks to defeat spell resistance
Stealthy,PHB 101,General,No,none, +2 bonus on Hide and Move Silently checks
Toughness,PHB 101,General,No,none, +3 hit points
Track,PHB 101,General,No,none,Use Survival skill to track
Two-Weapon Fighting,PHB 102,General,Fighter,Dex 15,Reduce two-weapon fighting penalties by 2
Two-Weapon Defense,PHB 102,General,Fighter,Two-Weapon Fighting,Off-hand weapon grants +1 shield bonus to AC
Improved Two-Weapon Fighting,PHB 96,General,Fighter,"Dex 17, Two-Weapon Fighting, base attack bonus +6",Gain second off-hand attack
Greater Two-Weapon Fighting,PHB 95,General,Fighter,"Dex 19, Improved Two-Weapon Fighting, Two-Weapon Fighting, base attack bonus +11",Gain third off-hand attack
Weapon Finesse,PHB 102,General,Fighter,"Proficiency with weapon, base attack bonus +1",Use Dex modifier instead of Str modifier on attack rolls
Weapon Focus,PHB 102,General,Fighter,"Proficiency with weapon, base attack bonus +1", +1 bonus on attack rolls with selected weapon
Weapon Specialization,PHB 102,General,Fighter,"Proficiency with weapon, Weapon Focus with weapon, fighter level 4th", +2 bonus on damage rolls with selected weapon
Greater Weapon Focus,PHB 95,General,Fighter,"Proficiency with weapon, Weapon Focus with weapon, fighter level 8th", +2 bonus on attack rolls with selected weapon
Greater Weapon Specialization,PHB 95,General,Fighter,"Proficiency with weapon, Greater Weapon Focus with weapon, Weapon Focus with weapon, Weapon Specialization with weapon, fighter level 12th", +4 bonus on damage rolls with selected weapon
Brew Potion,PHB 89,Item Creation,No,Spellcaster level 3rd,Create magic potions
Craft Magic Arms and Armor,PHB 92,Item Creation,No,Spellcaster level 5th,"Create magic weapons, armor, and shields"
Craft Rod,PHB 92,Item Creation,No,Spellcaster level 9th,Create magic rods
Craft Staff,PHB 92,Item Creation,No,Spellcaster level 12th,Create magic staffs
Craft Wand,PHB 92,Item Creation,No,Spellcaster level 5th,Create magic wands
Craft Wondrous Item,PHB 92,Item Creation,No,Spellcaster level 3rd,Create magic wondrous items
Forge Ring,PHB 94,Item Creation,No,Spellcaster level 12th,Create magic rings
Scribe Scroll,PHB 99,Item Creation,No,Spellcaster level 1st,Create magic scrolls
Empower Spell,PHB 93,Metamagic,No,none,"Increase spell’s variable, numeric effects by 50%"
Enlarge Spell,PHB 94,Metamagic,No,none,Double spell’s range
Extend Spell,PHB 94,Metamagic,No,none,Double spell’s duration
Heighten Spell,PHB 95,Metamagic,No,none,Cast spells as higher level
Maximize Spell,PHB 97,Metamagic,No,none,"Maximize spell’s variable, numeric effects"
Quicken Spell,PHB 98,Metamagic,No,none,Cast spells as free action
Silent Spell,PHB 100,Metamagic,No,none,Cast spells without verbal components
Still Spell,PHB 101,Metamagic,No,none,Cast spells without somatic components
Widen Spell,PHB 102,Metamagic,No,none,Double spell’s area
Acrobatic Strike,PH2 71,General,Fighter,Tumble 12 ranks, +6 on next attack against opponent you tumble past
Arcane Flourish,PH2 74,General,No,"Perform 4 ranks, arcane caster level 1st",Expend spell to gain bonus on Perform check
Arcane Accompaniment,PH2 74,General,No,"Perform 4 ranks, Arcane Flourish, arcane caster level 1st, bardic music",Expend prepared spell or spell slot to extend duration of bardic music
Arcane Thesis,PH2 74,General,No,"Knowledge (arcana) 9 ranks, ability to cast arcane spells","*+2 caster level, cheaper metamagic with one spell"
Arcane Toughness,PH2 75,General,No,"Toughness, arcane caster level 3rd",Expend prepared spell or spell slot to heal when at or below 0 hit points
Arcane Consumption,PH2 74,General,No,"Arcane Toughness, Toughness, arcane caster level 6th"," +2 save DC for one spell, Con penalty for 12 hours and fatigued"
Armor Specialization,PH2 75,General,Fighter,"Proficiency with selected armor type, base attack bonus +12",DR 2/– with chosen armor
Battle Dancer,PH2 75,General,Fighter,"Base attack bonus +2, bardic music", +2 on attacks while moving and using bardic music
Bonded Familiar,PH2 75,General,No,Familiar,You and familiar shift damage after deadly attack
Bounding Assault,PH2 75,General,Fighter*,"Dex 13, Dodge, Mobility, Spring Attack, base attack bonus +12",Attack twice while using Spring Attack
Rapid Blitz,PH2 82,General,Fighter*,"Dex 13, Bounding Assault, Dodge, Mobility, Spring Attack, base attack bonus +18",Make third attack as part of Spring Attack
Brutal Strike,PH2 76,General,Fighter,"Str 13, Power Attack, base attack bonus +6",Daze opponent with successful bludgeoning attack
Combat Acrobat,PH2 76,General,Fighter,"Balance 9 ranks, Tumble 9 ranks",Gain new uses for Balance skill
Combat Familiar,PH2 76,General,No,"Arcane caster level 1st, familiar",Familiar enters foe’s square without provoking attack
Lurking Familiar,PH2 80,General,No,"Combat Familiar, arcane caster level 6th",Familiar can hide in your square
Combat Tactician,PH2 77,General,No,"Dex 13, Dodge, base attack bonus +12", +2 on damage against foe you approach and attack
Cometary Collision,PH2 77,General,Fighter,"Str 13, Improved Bull Rush, Power Attack",Ready action to slam into charging foe
Companion Spellbond,PH2 77,General,No,Animal companion,Share spells with companion at greater range
Crossbow Sniper,PH2 77,General,Fighter,"Proficiency with hand, heavy, or light crossbow, Weapon Focus with hand, heavy, or light crossbow, base attack bonus +1","Half Dexterity bonus on crossbow damage, 60 ft. skirmish or sneak attack"
Cunning Evasion,PH2 78,General,No,"Hide 9 ranks, evasion",Hide and move immediately after using evasion
Dampen Spell,PH2 78,General,No,Improved Counterspell,Reduce your save DC against foe’s spell by expending spell or slot as immediate action
Deadeye Shot,PH2 78,General,Fighter,"Point Blank Shot, Precise Shot, base attack bonus +4, skirmish or sneak attack ability","Ready action to fire, denying foe Dex bonus to AC on your attack after ally hits foe"
Defensive Sweep,PH2 78,General,Fighter,Base attack bonus +15,Foe must move or provoke attack
Elven Spell Lore,PH2 78,General,No,"Int 17 or elf, Knowledge (arcana) 12 ranks ","*Bonus on dispel attempts, alter energy type of spell"
Fade into Violence,PH2 79,General,No,"Bluff 6 ranks, Hide 6 ranks","Foe strikes ally, not you, if your Bluff check succeeds"
Fiery Fist,PH2 79,General,Fighter,"Dex 13, Wis 13, Improved Unarmed Strike, Stunning Fist, base attack bonus +8","Expend Stunning Fist use to cloak fists, feet in fiery energy for +1d6 damage"
Fiery Fist,PH2 79,General,Monk 2nd,"Dex 13, Wis 13, Improved Unarmed Strike, Stunning Fist, base attack bonus +8","Expend Stunning Fist use to cloak fists, feet in fiery energy for +1d6 damage"
Fiery Ki Defense,PH2 79,General,Fighter,"Dex 13, Wis 13, Fiery Fist, Improved Unarmed Strike, Stunning Fist, base attack bonus +8","*Expend Stunning Fist use to cloak self in flame, damaging any who strike you"
Fiery Ki Defense,PH2 79,General,Monk 6th*,"Dex 13, Wis 13, Fiery Fist, Improved Unarmed Strike, Stunning Fist, base attack bonus +8","*Expend Stunning Fist use to cloak self in flame, damaging any who strike you"
Ki Blast,PH2 80,General,Fighter,"Dex 13, Wis 13, Fiery Fist, Improved Unarmed Strike, Stunning Fist, base attack bonus +8",*Expend Stunning Fist uses to throw ball of ki energy
Ki Blast,PH2 80,General,Monk 6th*,"Dex 13, Wis 13, Fiery Fist, Improved Unarmed Strike, Stunning Fist, base attack bonus +8",*Expend Stunning Fist uses to throw ball of ki energy
Flay,PH2 79,General,Fighter,"Str 13, Power Attack",Inflict painful wounds on unarmored targets
Grenadier,PH2 79,General,Fighter,none, +1 on attacks and damage with splash weapons
Hindering Opportunist,PH2 79,General,No,"Combat Reflexes, base attack bonus +3",Replace attack of opportunity with aid another
Stalwart Defense,PH2 83,General,No,"Combat Reflexes, Hindering Opportunist, base attack bonus +9",Foes provoke aid another action from you when they attack allies
Indomitable Soul,PH2 80,General,No,"Endurance, Iron Will",Roll twice against fear and mind-affecting attacks
Intimidating Strike,PH2 79,General,Fighter,Intimidate 4 ranks,Use Intimidate check with attack to shake opponent
Keen-Eared Scout,PH2 80,General,No,"Listen 6 ranks, Alertness or Skill Focus (Listen)",Listen check reveals extra information about sound
Leap of the Heavens,PH2 80,General,No,Jump 4 ranks,"Don’t double DC for standing jumps, +5 bonus on running jumps"
Lunging Strike,PH2 80,General,Fighter,Base attack bonus +6,Extend reach of one attack
Mad Foam Rager,PH2 80,General,No,Rage or frenzy ability,"Once per rage or frenzy, delay spell or attack effect"
Master Manipulator,PH2 80,General,No,"Cha 13, Diplomacy 9 ranks",Gain two new uses of Diplomacy skill
Melee Evasion,PH2 81,General,Fighter,"Dex 13, Int 13, Combat Expertise, Dodge","While fighting defensively, negate foe’s attack"
Melee Weapon Mastery,PH2 81,General,Fighter,"Proficiency with selected weapon, Weapon Focus with selected weapon, Weapon Specialization with selected weapon, base attack bonus +8","*Gain Weapon Focus, Weapon Specialization benefits with multiple weapons"
Crushing Strike,PH2 78,General,Fighter*,"Proficiency with a bludgeoning weapon, Weapon Focus with a bludgeoning weapon, Melee Weapon Mastery (bludgeoning), Weapon Specialization with a bludgeoning weapon, base attack bonus +14", +1 on attacks per previous hit with bludgeon
Driving Attack,PH2 78,General,Fighter*,"Proficiency with selected weapon, Weapon Focus with selected weapon, Melee Weapon Mastery (piercing), Weapon Specialization with selected weapon, base attack bonus +14",Bull rush with piercing weapon attack
Slashing Flurry,PH2 82,General,Fighter*,"Proficiency with selected weapon, Weapon Focus with selected weapon, Melee Weapon Mastery (slashing), Weapon Specialization with selected weapon, base attack bonus +14",Gain extra attack with slashing weapon
Weapon Supremacy,PH2 85,General,Fighter*,"Proficiency with selected weapon, Greater Weapon Focus with selected weapon, Greater Weapon Specialization with selected weapon, Weapon Focus with selected weapon, Weapon Specialization with selected weapon, Melee Weapon Mastery with weapon type of selected weapon, fighter level 18th",Gain further abilities with chosen weapon
Overwhelming Assault,PH2 81,General,Fighter*,Base attack bonus +15,Gain bonus against adjacent foe not attacking you
Penetrating Shot,PH2 81,General,Fighter,"Str 15, Point Blank Shot, base attack bonus +10",Your ranged attack targets every foe in 60-ft. line
Ranged Weapon Mastery ,PH2 82,General,Fighter,"Proficiency with selected weapon, Weapon Focus with selected weapon, Weapon Specialization with selected weapon, base attack bonus +8","*Gain Weapon Focus, Weapon Specialization benefits with multiple weapons"
Robilar’s Gambit,PH2 82,General,Fighter,"Combat Reflexes, base attack bonus +12","Grant foes bonus on attacks and damage, but their attacks provoke attacks of opportunity"
Shield Specialization,PH2 82,General,Fighter,Proficiency with shields,Increase shield bonus by +1
Active Shield Defense,PH2 71,General,Fighter,"Proficiency with shields, Shield Specialization",Make attacks of opportunity without penalty when fighting defensively
Agile Shield Fighter,PH2 74,General,Fighter,"Proficiency with shields, Improved Shield Bash, Shield Specialization",Reduce two weapon penalties when using shield bash
Shield Sling,PH2 82,General,Fighter,"Proficiency with shields, Improved Shield Bash, Shield Specialization, base attack bonus +9",Use shield as ranged weapon
Shield Ward,PH2 82,General,Fighter,"Proficiency with shields, Shield Specialization","Gain shield bonus to touch AC and against bull rush, disarm, grapple, overrun, and trip"
Short Haft,PH2 82,General,Fighter,"Proficiency with selected weapon, Weapon Focus with selected weapon, base attack bonus +3","Lose reach benefits, attack adjacent foes"
Spectral Skirmisher,PH2 83,General,Fighter,Base attack bonus +6,Gain bonuses while invisible
Spell-Linked Familiar,PH2 83,General,No,"Arcane caster level 9th, familiar",Familiar gains limited spellcasting ability
Steadfast Determination,PH2 83,General,No,Endurance,Use Constitution to modify Will saves
Telling Blow,PH2 83,General,No,Skirmish attack or sneak attack,*Gain skirmish or sneak attack damage on critical hits
Trophy Collector,PH2 83,General,No,Craft (taxidermy) 6 ranks,Gain bonuses from trophies you create and wear
Tumbling Feint,PH2 84,General,Fighter,"Bluff 4 ranks, Tumble 4 ranks", +5 on feint attempt after successful Tumble
Two-Weapon Pounce,PH2 84,General,Fighter,"Dex 15, Two-Weapon Fighting, base attack bonus +6",Attack with both weapons when charging
Two-Weapon Pounce,PH2 84,General,Ranger,"Dex 15, Two-Weapon Fighting, base attack bonus +6",Attack with both weapons when charging
Two-Weapon Rend,PH2 84,General,Fighter,"Dex 15, Two-Weapon Fighting, base attack bonus +11",Gain bonus damage if you hit with both weapons
Two-Weapon Rend,PH2 84,General,Ranger,"Dex 15, Two-Weapon Fighting, base attack bonus +11",Gain bonus damage if you hit with both weapons
Vatic Gaze,PH2 85,General,No,Arcane caster level 9th,"Detect magic at will, use Sense Motive to determine foe’s highest-level spell"
Versatile Unarmed Strike ,PH2 85,General,Fighter,Improved Unarmed Strike,"Deal bludgeoning, piercing, or slashing damage with unarmed strikes"
Vexing Flanker,PH2 85,General,Fighter,Combat Reflexes, +4 on attacks when flanking
Adaptable Flanker,PH2 71,General,Fighter,"Combat Reflexes, Vexing Flanker, base attack bonus +4",Flank chosen foe from adjacent square
Wanderer’s Diplomacy,PH2 85,General,No,"Halfling or 4 ranks in Bluff, Diplomacy, and Sense Motive",Gain special social abilities
Water Splitting Stone,PH2 85,General,Fighter,"Dex 13, Wis 13, Improved Unarmed Strike, Stunning Fist, base attack bonus +9", +4 bonus on damage when striking foe that has DR
Water Splitting Stone,PH2 85,General,Monk,"Dex 13, Wis 13, Improved Unarmed Strike, Stunning Fist, base attack bonus +9", +4 bonus on damage when striking foe that has DR
Able Learner,RoD 150,Racial,No,"Human or doppelganger, 1st level only",Cross-class skills cost less per rank
Bright Sigil,RoD 150,Racial,No,Illumian,You can increase the illumination from your sigils
Channeled Rage,RoD 150,Racial,No,"Half-orc, ability to rage",Use rage to improve Will saves
City Slicker,RoD 150,General,No,1st level only,Certain skills are class skills for you
Complementary Insight,RoD 150,Racial,No,Half-elf,Increase bonus from skill synergy to +3
Diverse Background,RoD 150,Racial,No,"Half-human, 1st level only",You gain a second favored class
Enhanced Power Sigils,RoD 152,Racial,No,"Illumian, two power sigils",Increase bonuses from power sigils by +1
Heroic Destiny,RoD 152,Racial,No,Human or half-human,Add +1d6 to d20 roll once per day
Protected Destiny,RoD 153,Racial,No,"Human or half-human, Heroic Destiny, character level 3rd",Reroll saving throw once per day
Fearless Destiny,RoD 152,Racial,No,"Human or half-human, Heroic Destiny, character level 6th",Avoid death once per day
Human Heritage,RoD 152,Racial,No,"Half-human or human-descended race, 1st level only",You gain the human subtype and 4 skill points
Improved Sigil (Aesh),RoD 152,Racial,No,"Illumian, aesh power sigil",Bonus on melee weapon damage with Weapon Focus
Improved Sigil (Hoon),RoD 152,Racial,No,"Illumian, hoon power sigil","Bonus on saves against death effects, massive damage, and some environmental effects"
Improved Sigil (Krau),RoD 153,Racial,No,"Illumian, krau power sigil",You can cast some spells at higher CL
Improved Sigil (Naen),RoD 153,Racial,No,"Illumian, naen power sigil",Bonus on saves against illusions and language-dependent effects
Improved Sigil (Uur),RoD 153,Racial,No,"Illumian, uur power sigil",Bonus on ranged weapon damage against targets denied Dex bonus
Improved Sigil (Vaul),RoD 153,Racial,No,"Illumian, vaul power sigil",Bonus on saving throws against mind-affecting spells and abilities
Inside Connection,RoD 153,General,No,none, +4 bonus on checks to interact with a specific organization
Menacing Demeanor,RoD 153,Racial,No,Orc blood or orc subtype,You gain a +4 bonus on Intimidate checks
Resourceful Buyer,RoD 153,General,No,none,Communities are considered larger for you when buying equipment
Smatterings,RoD 153,General,No,Int 13,You can communicate in languages you don’t know
Sociable Personality,RoD 153,Racial,No,"Half-elf, Cha 13",You may reroll Diplomacy and Gather Information checks
Subtle Sigil,RoD 154,Racial,No,Illumian,You can make your sigils disappear
Urban Stealth,RoD 154,General,No,Knowledge (local) 2 ranks, +3 bonus on Hide and Move Silently checks in cities
Urban Tracking,RoD 154,General,No,none,Use Gather Information to track down person
Arcane Insight,RoD 154,Initiate,No,"Cleric level 3rd, deity Boccob","Knowledge (arcana) is a class skill, +2 on Spellcraft checks, additional spells"
Dread Tyranny,RoD 154,Initiate,No,"Cleric level 3rd, Str 13, deity Hextor","Intimidate is a class skill, add Str bonus to Intimidate checks, additional spells"
Eternal Strength,RoD 155,Initiate,No,"Cleric level 5th, Str 13, deity Kord"," +4 on saves vs. Str damage or drain, additional spells"
Far Horizons,RoD 155,Initiate,No,"Cleric level 1st, deity Fharlanghn","Climb, Jump, and Swim are class skills, always know north, additional spells"
Law Inviolate,RoD 155,Initiate,No,"Cleric level 1st, lawful alignment, deity St. Cuthbert","Weapons are lawful, additional spells"
Radiant Fire,RoD 155,Initiate,No,"Cleric level 3rd, deity Pelor"," +2 damage against evil creatures, additional spells"
Undying Fate,RoD 155,Initiate,No,"Cleric level 3rd, deity Wee Jas","Determine if other creatures are dying, additional spells"
Whispered Secrets,RoD 155,Initiate,No,"Cleric level 1st, deity Vecna","Listen and Spot are class skills, aware of divination attempts, additional spells"
Crowd Tactics,RoD 156,Tactical,No,"Hide 5 ranks, Dodge",Gain move and skill bonuses in crowds
Roofwalker,RoD 156,Tactical,No,"Balance 5 ranks, Jump 5 ranks, Dodge, Mobility","Gain move, skill, and AC bonuses on rooftops"
Earth Sense,RoS 138,General,No,"Con 13, Wis 13",Sense creatures within 20 feet that are touching the ground
Earth Adept,RoS 138,General,No,Earth Sense, +1 bonus on damage rolls if you and your foe are touching the ground
Earth Master,RoS 138,General,No,"Earth Adept, Earth Sense", +1 bonus on attack rolls if you and your foe are touching the ground
Earth Spell,RoS 138,General,No,"Earth Sense, Heighten Spell",Heightened spell treated as higher level and higher caster level
Stone Rage,RoS 144,General,No,"Earth Sense, rage ability",Gain +1 to natural armor while you rage
Exotic Armor Proficiency,RoS 139,General,Fighter,Armor Proficiency of the appropriate sort,Gain proficiency with specific exotic armor
Exotic Shield Proficiency,RoS 139,General,Fighter,"Shield Proficiency, base attack bonus +1",Gain proficiency with specific exotic shield
Goad,RoS 140,General,Fighter,"Cha 13, base attack bonus +1",Cause enemy to make melee attacks only against you
Heavy Armor Optimization,RoS 141,General,Fighter,"Armor Proficiency (heavy), base attack bonus +4",Reduce armor check penalty by 1 and increase armor bonus by 1
Greater Heavy Armor Optimization,RoS 141,General,Fighter,"Armor Proficiency (heavy), Heavy Armor Optimization, base attack bonus +8",Reduce armor check penalty by 2 and increase armor bonus by 1
Improved Weapon Familiarity,RoS 141,General,Fighter,Base attack bonus +1,"Racial weapons are martial, not exotic"
Knockback,RoS 142,General,Fighter,"Improved Bull Rush, Power Attack, size Large or larger",Push foes backward with your blows
Mountain Warrior,RoS 142,General,Fighter,"Survival 5 ranks, base attack bonus +3","Gain +1 bonus on melee damage, +1 bonus on ranged attacks with higher ground, negate opponent’s bonus, and +2 bonus on Balance checks on slopes"
Rampaging Bull Rush,RoS 143,General,No,"Improved Bull Rush, size Large or larger, rage class feature",Knock foe prone as part of raging bull rush
Reckless Rage,RoS 143,General,No,"Con 13, rage ability","Take additional –2 penalty to AC, gain additional +2 to Str and Con while raging"
Rock Hurling,RoS 143,General,No,"Str 19, size Large or larger",Hurl rocks like a giant can
Improved Rock Hurling,RoS 141,General,No,"Str 23, Rock Hurling, size Large or larger",Throw rocks farther and more accurately
Fling Ally,RoS 139,General,No,Rock Hurling,Throw a friend into another square
Fling Enemy,RoS 140,General,No,Rock Hurling,Throw an enemy you’re grappling
Shielded Casting,RoS 144,General,No,"Concentration 5 ranks, Combat Casting, Shield Proficiency",No attacks of opportunity when you cast spells with a shield ready
Shielded Manifesting,RoS 144,General,No,"Concentration 5 ranks, Combat Manifesting, Shield Proficiency",No attacks of opportunity when you manifest powers with a shield ready
Steady Concentration,RoS 144,General,No,Concentration 8 ranks,Always take 10 on Concentration checks
Steady Mountaineer,RoS 144,General,No,"Goliath, or Climb 8 ranks and Jump 8 ranks ",Always take 10 on Climb and Jump checks
Tunnel Fighting,RoS 145,General,Fighter,Base attack bonus +1,No penalty on attacks or to AC when squeezing
Stoneback,RoS 144,General,Fighter,"Shield Proficiency, Tunnel Fighting",Prevent flanks when a wall shields one side
Tunnel Riding,RoS 145,General,No,"Mounted Combat, Tunnel Fighting",You and your mount take no penalty on attacks or to AC when squeezing
Ancestral Knowledge,RoS 136,Racial,No,"Dwarf, Wis 15",Make untrained Knowledge checks and use Wisdom modifier
Auspicious Marking,RoS 136,Racial,No,Goliath,Gain +2 bonus on Charisma checks against goliaths and reroll stabilization checks
Markings of the Blessed,RoS 142,Racial,No,"Goliath, Auspicious Marking",Choose higher of two saving throw rolls
Markings of the Hunter,RoS 142,Racial,No,"Goliath, Auspicious Marking",Choose higher of two initiative checks
Markings of the Magi,RoS 142,Racial,No,"Goliath, Auspicious Marking",Choose higher of two caster level checks
Markings of the Maker,RoS 142,Racial,No,"Goliath, Auspicious Marking",Choose higher of two skill checks
Markings of the Warrior,RoS 142,Racial,No,"Goliath, Auspicious Marking",Choose higher of two attack rolls
Battle Hardened,RoS 137,Racial,No,"Dwarf, base attack bonus +4","Gain +4 bonus on saves against fear, +2 bonus on initiative"
Burrow Friend,RoS 137,Racial,No,"Gnome, Cha 13",Gain +2 bonus on Handle Animal and wild empathy checks with burrowing animals
Clan Prestige,RoS 137,Racial,No,"Dwarf, Cha 13",Gain +4 bonus on Charisma checks against members of the same clan
Dwarven Armor Proficiency,RoS 138,Racial,Fighter,"Dwarf, Armor Proficiency (heavy)",Gain proficiency with dwarf exotic armors
Earth Fist,RoS 138,Racial,Fighter,"Dwarf, gnome, or goliath, Earth Sense, Improved Unarmed Strike",Unarmed attacks are treated as cold iron while you touch solid ground
Extra Silence,RoS 139,Racial,No,Whisper gnome,Use racial silence ability 3/day + Cha bonus
Gnome Foe Killer,RoS 140,Racial,No,Gnome,Gain +2 bonus on weapon damage rolls against kobolds and goblinoids
Heavy Lithoderms,RoS 141,Racial,No,Goliath,Natural armor increases by 1
Moradin’s Smile,RoS 142,Racial,No,Dwarf,Gain +2 bonus on all Cha-based skill checks
Natural Trickster,RoS 143,Racial,No,"Gnome, Cha 13",Gain 1st-level illusion spell as spell-like ability
Piercing Sight,RoS 143,Racial,No,Gnome,Gain +4 bonus on saves to disbelieve illusions
Silencing Strike,RoS 144,Racial,No,"Sneak attack ability, whisper gnome",Silence target of your sneak attack
Titan Fighting,RoS 145,Racial,Fighter,"Dodge, racial dodge bonus against giants",Apply racial dodge bonus to AC when dodging larger opponents
Trivial Knowledge,RoS 145,Racial,No,"Gnome, Int 13",Choose higher of two Knowledge or bardic knowledge checks
Enchanting Song,RoS 139,Bardic Music,No,"Perform (any) 5 ranks, Spell Focus (enchantment), bardic music",Spend bardic music to increase enchantment spell caster level and DC by 1
Inspire Spellpower,RoS 141,Bardic Music,No,"Perform (any) 8 ranks, bardic music",New song increases allies’ caster level by 1
Metamagic Song,RoS 142,Bardic Music,No,"Any two metamagic feats, bardic music",Spend bardic music to apply metamagic to spells
Misleading Song,RoS 142,Bardic Music,No,"Perform (any) 5 ranks, Spell Focus (Illusion), bardic music",Spend bardic music to increase illusion spell caster level and DC by 1
Earth’s Warding,RoS 139,Divine,No,"Earth Sense, ability to rebuke earth creatures",Spend rebuke attempt to increase your natural armor by 2
Divine Damage Reduction,RoS 137,Divine,No,"Earth Sense, Earth’s Warding",Spend rebuke attempt to gain damage reduction 2/adamantine
Divine Spellshield,RoS 137,Divine,No,"Ability to rebuke earth creatures, racial bonus on saves against spells",Spend rebuke attempt to grant +2 bonus on saves against spells to your allies
Pierce the Darkness,RoS 143,Divine,No,"Ability to turn undead, darkvision",Spend turn attempt to double darkvision range
Roots of the Mountain,RoS 143,Divine,No,"Ability to rebuke earth creatures, stability racial trait",Spend rebuke attempt to make yourself immovable
Craft Rune Circle,RoS 137,Item Creation,No,Caster level 5th,Create rune circles
Deep Vision,RoS 137,Psionic,No,Darkvision,Darkvision increases while focused
Deflective Armor,RoS 137,Psionic,No,Heavy Armor Optimization,Protects against touch attacks while focused
Earth Power,RoS 138,Psionic,No,Earth Sense,Pay 1 less power point to manifest power while you stand on stone or earth
Focused Shield,RoS 140,Psionic,No,Shield Proficiency, +1 to shield bonus while focused
Invest Armor,RoS 141,Psionic,No,Proficient with armor,Expend focus to increase armor bonus by 3
Energize Armor,RoS 139,Psionic,No,Invest Armor,Psychic energy grants you resistance 10 against next energy attack
Axespike,RoS 137,Weapon Style,No,"Armor Proficiency (heavy), Weapon Focus (armor spikes)",Make secondary attack with armor spikes with full attack
Shielded Axe,RoS 144,Weapon Style,No,"Shield Proficiency, Two-Weapon Fighting, Weapon Focus (dwarven waraxe, handaxe)",Retain buckler’s shield bonus when making full attack with waraxe and handaxe
Spellrazor,RoS 144,Weapon Style,No,"Concentration 5 ranks, Combat Casting, Exotic Weapon Proficiency (gnome quickrazor), Two-Weapon Fighting",Make off-hand attack with quickrazor when casting touch attack spell
Turtle Dart,RoS 145,Weapon Style,No,"Exotic Armor Proficiency (battle plate or mountain plate), Exotic Shield Proficiency (extreme shield) or Tower Shield Proficiency, Weapon Focus (short sword)",Do not provoke attacks of opportunity for moving from any creature that you attack with your short sword in the same round
Stone Form,RoS 144,Wild,No,"Con 13, wild shape class feature",Wild shape into stony form
Powerful Wild Shape,RoS 143,Wild,No,"Powerful build racial trait, wild shape ability",Retain powerful build while wild shaped
Accelerate Metamagic,RotD 98,General,No,"Dragonblood subtype, Spellcraft 4 ranks, any metamagic feat, ability to spontaneously cast 1st-level spells",Apply selected metamagic feat to spells more quickly than normal
Dragon Breath,RotD 98,General,No,"Half-dragon, 6 HD, breath weapon",Use breath weapon every 1d4 rounds
Dragon Tail,RotD 98,General,No,"Dragonblood subtype, 1st level only",Gain a tail and tail attack
Dragon Trainer,RotD 98,General,No,"Dragonblood subtype, Handle Animal 4 ranks, Speak Language (Draconic)",Train dragons and draconic creatures
Dragon Wings,RotD 100,General,No,"Dragonblood subtype, 1st level only", +10 bonus on Jump checks; glide speed 30 ft
Dragonwrought,RotD 100,General,No,"Kobold, 1st level only",You are a dragonwrought kobold
Extraordinary Trapsmith ,RotD 100,General,No,Craft (trapmaking) 9 ranks,Reduce cost of making a trap by 25%; 50% if kobold
Heavyweight Wings,RotD 100,General,No,"Str 15, Reinforced Wings, wings and a glide or fly speed",Fly with heavy armor or a heavy load
Improved Dragon Wings,RotD 100,General,No,"Dragonblood subtype, Dragon Wings, 6 HD",Gain fly speed
Kobold Endurance,RotD 101,General,No,Kobold," +4 bonus on Str checks, Con checks, and related checks, counts as Endurance feat"
Kobold Foe Strike,RotD 101,General,Fighter,Kobold," +1d6 damage against flanked or flat-footed dwarves, fey, and gnomes"
Practical Metamagic,RotD 101,General,No,"Dragonblood subtype, Spellcraft 8 ranks, any metamagic feat, ability to spontaneously cast 3rd-level spells",Reduce metamagic feat’s spell level increase by one
Reinforced Wings,RotD 101,General,No,"Str 13, wings and a glide or fly speed",Fly with medium armor or a medium load
